Unnamed: 0,is_vulnerable,days_after_creation,past_contributions,ratio_past_contributions,new_author,past_contributions_30_days,ratio_past_contributions_30_days,dmm_unit_size,dmm_unit_complex,dmm_unit_interf,fix,touched_files,past_authors,sum_added_lines,mean_added_lines,med_added_lines,sum_deleted_lines,mean_deleted_lines,med_deleted_lines,sum_hunks,mean_hunks,med_hunks,sum_previous_changes,mean_previous_changes,med_previous_changes,sum_days_since_creation,mean_days_since_creation,med_days_since_creation,nr_of_blacklisted,appname
1734,1,476,38,0.0411700975,0,2,0.0206185567,0.3558043876,0.7552559415,0.9291590494,0,32.0,12.0,5228.0,180.275862069,68.0,46.0,9.2,8.0,36.0,1.125,1.0,156.0,31.2,1.0,3035.0,607.0,607.0,58.0,MyBB
1735,0,3176,185,0.0355974601,0,2,0.0588235294,1.0,1.0,1.0,1,1.0,31.0,2.0,2.0,2.0,8.0,8.0,8.0,1.0,1.0,1.0,140.0,140.0,140.0,3307.0,3307.0,3307.0,0.0,MyBB
1736,1,882,102,0.0353675451,0,16,0.1344537815,,,,1,1.0,16.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,59.0,59.0,59.0,1012.0,1012.0,1012.0,0.0,MyBB
1737,1,-131,4,0.3333333333,0,4,0.3636363636,0.4424340803,0.6313841159,0.9052577401,0,404.0,0.0,167993.0,415.8242574257,135.5,0.0,0.0,0.0,404.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,MyBB
1738,1,1453,556,0.1360078278,0,2,0.064516129,0.6000000000000001,1.0,0.6000000000000001,1,6.0,47.0,73.0,12.1666666667,11.5,46.0,15.3333333333,15.0,20.0,3.3333333333,1.0,885.0,147.5,63.5,9497.0,1582.8333333333,1584.0,0.0,MyBB
1739,0,3556,249,0.0457468308,0,1,0.3333333333,,,,1,1.0,36.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,117.0,117.0,117.0,3687.0,3687.0,3687.0,0.0,MyBB
1740,0,3765,278,0.050739186,0,5,0.7142857143,,,,1,2.0,60.0,3.0,1.5,1.5,3.0,1.5,1.5,2.0,1.0,1.0,569.0,284.5,284.5,7792.0,3896.0,3896.0,0.0,MyBB
1741,1,3270,11,0.0020465116,0,3,0.15,1.0,1.0,1.0,0,1.0,47.0,37.0,37.0,37.0,50.0,50.0,50.0,5.0,5.0,5.0,351.0,351.0,351.0,3401.0,3401.0,3401.0,0.0,MyBB
1742,1,3268,16,0.0029789611,0,2,0.1111111111,0.0208333333,0.0208333333,0.8333333333,0,1.0,47.0,107.0,107.0,107.0,28.0,28.0,28.0,2.0,2.0,2.0,350.0,350.0,350.0,3399.0,3399.0,3399.0,0.0,MyBB
1743,1,1948,81,0.0182596934,0,4,0.1481481481,0.2,0.0,0.7000000000000001,1,19.0,65.0,62.0,3.2631578947,2.0,52.0,2.7368421053,2.0,41.0,2.1578947368,2.0,1523.0,80.1578947368,32.0,38605.0,2031.8421052632,2079.0,0.0,MyBB
1744,1,-83,33,0.8048780488,0,15,1.0,0.0,1.0,1.0,1,1.0,1.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,48.0,48.0,48.0,0.0,MyBB
1745,1,1358,365,0.0915016295,0,12,0.25,0.0222222222,0.0,1.0,0,16.0,51.0,111.0,6.9375,2.0,18.0,1.6363636364,1.0,22.0,1.375,1.0,1510.0,94.375,45.5,21789.0,1361.8125,1488.0,0.0,MyBB
1746,1,-34,110,0.8943089431000001,0,64,0.9411764706,,,,1,25.0,2.0,25.0,1.0,1.0,25.0,1.0,1.0,25.0,1.0,1.0,39.0,1.56,1.0,2400.0,96.0,96.0,0.0,MyBB
1747,0,4161,318,0.0565936999,0,3,0.2307692308,1.0,1.0,1.0,1,4.0,80.0,26.0,6.5,2.0,5.0,1.6666666667,1.0,5.0,1.25,1.0,1163.0,290.75,136.0,16554.0,4138.5,4288.5,0.0,MyBB
1748,1,3800,282,0.0512634067,0,3,0.1428571429,,,,0,2.0,76.0,8.0,4.0,4.0,8.0,4.0,4.0,2.0,1.0,1.0,1054.0,527.0,527.0,7862.0,3931.0,3931.0,0.0,MyBB
1749,1,3981,306,0.0549075902,0,5,0.4166666667,,,,0,3.0,73.0,4.0,1.3333333333,1.0,4.0,1.3333333333,1.0,3.0,1.0,1.0,984.0,328.0,93.0,12336.0,4112.0,4112.0,0.0,MyBB
1750,0,884,147,0.0506896552,0,34,0.3119266055,,,,1,9.0,30.0,15.0,1.6666666667,1.0,12.0,1.5,1.0,9.0,1.0,1.0,672.0,74.6666666667,75.0,9135.0,1015.0,1015.0,0.0,MyBB
1751,0,980,58,0.0177099237,0,8,0.0583941606,0.0,1.0,1.0,1,1.0,24.0,35.0,35.0,35.0,15.0,15.0,15.0,2.0,2.0,2.0,229.0,229.0,229.0,1111.0,1111.0,1111.0,0.0,MyBB
1752,0,70,141,0.7382198953,0,13,0.4482758621,,,,0,1.0,1.0,1061.0,1061.0,1061.0,1061.0,1061.0,1061.0,1.0,1.0,1.0,5.0,5.0,5.0,200.0,200.0,200.0,0.0,MyBB
1753,0,755,249,0.131259884,0,132,0.3446475196,1.0,1.0,1.0,0,2.0,20.0,55.0,27.5,27.5,23.0,11.5,11.5,23.0,11.5,11.5,131.0,65.5,65.5,1772.0,886.0,886.0,0.0,MyBB
1754,0,964,232,0.0722966656,0,47,0.3133333333,1.0,1.0,1.0,0,1.0,16.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,58.0,58.0,58.0,1094.0,1094.0,1094.0,0.0,MyBB
1755,0,-124,16,0.6666666667000001,0,16,0.6956521739,0.0,1.0,1.0,0,3.0,1.0,10.0,5.0,5.0,3.0,1.5,1.5,3.0,1.0,1.0,6.0,2.0,2.0,12.0,6.0,6.0,0.0,MyBB
1756,0,843,45,0.0165806927,0,33,0.2578125,,,,1,2.0,14.0,22.0,11.0,11.0,11.0,5.5,5.5,2.0,1.0,1.0,124.0,62.0,62.0,1948.0,974.0,974.0,0.0,MyBB
1757,0,1431,8,0.0019714145,0,1,0.2,,,,1,1.0,9.0,28.0,28.0,28.0,29.0,29.0,29.0,10.0,10.0,10.0,17.0,17.0,17.0,1562.0,1562.0,1562.0,0.0,MyBB
1758,0,1713,14,0.0032220944,0,3,0.15,,,,1,1.0,48.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,653.0,653.0,653.0,1844.0,1844.0,1844.0,0.0,MyBB
1759,0,456,3,0.0035419126,0,1,0.0142857143,,,,1,1.0,10.0,38.0,38.0,38.0,39.0,39.0,39.0,8.0,8.0,8.0,105.0,105.0,105.0,587.0,587.0,587.0,2.0,MyBB
1760,0,610,30,0.0262237762,0,5,0.0714285714,,,,1,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,27.0,27.0,27.0,741.0,741.0,741.0,0.0,MyBB
1761,0,972,6,0.0018489985,0,5,0.0347222222,,,,1,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,28.0,28.0,1103.0,1103.0,1103.0,0.0,MyBB
1762,0,889,281,0.0959699454,0,12,0.0952380952,,,,1,1.0,16.0,2.0,2.0,2.0,35.0,35.0,35.0,3.0,3.0,3.0,60.0,60.0,60.0,1020.0,1020.0,1020.0,0.0,MyBB
1763,0,1441,428,0.1049534085,0,7,0.3181818182,1.0,1.0,1.0,1,3.0,34.0,37.0,12.3333333333,2.0,37.0,12.3333333333,2.0,20.0,6.6666666667,2.0,429.0,143.0,113.0,4716.0,1572.0,1572.0,0.0,MyBB
1764,0,770,3,0.0013979497,0,3,0.0056497175,,,,0,1.0,25.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,394.0,394.0,394.0,900.0,900.0,900.0,0.0,MyBB
1765,0,2157,37,0.0080662743,0,35,0.7777777778,,,,0,1.0,3.0,19.0,19.0,19.0,19.0,19.0,19.0,10.0,10.0,10.0,5.0,5.0,5.0,2288.0,2288.0,2288.0,0.0,MyBB
1766,0,376,64,0.1028938907,0,16,0.2962962963,0.3741403026,0.1540577717,0.0481430536,0,3.0,3.0,0.0,0.0,0.0,1560.0,520.0,30.0,3.0,1.0,1.0,11.0,3.6666666667,3.0,1521.0,507.0,507.0,0.0,MyBB
1767,0,188,39,0.1031746032,0,15,0.2884615385,0.0,0.0,1.0,0,12.0,8.0,68.0,8.5,8.0,100.0,10.0,2.0,30.0,2.5,1.0,158.0,13.1666666667,11.0,3804.0,317.0,318.0,0.0,MyBB
1768,0,3840,30,0.0054328142,0,10,0.5,,,,1,1.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.0,54.0,54.0,3971.0,3971.0,3971.0,0.0,MyBB
1769,0,791,9,0.003784693,0,6,0.0134831461,1.0,0.0,0.0,1,1.0,17.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,143.0,143.0,143.0,915.0,915.0,915.0,0.0,MyBB
1770,0,1954,94,0.0211283434,0,5,0.1851851852,,,,1,2.0,29.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,226.0,113.0,113.0,4170.0,2085.0,2085.0,0.0,MyBB
1771,0,120,173,0.6178571429,0,13,0.3095238095,,,,1,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,250.0,250.0,250.0,0.0,MyBB
1772,0,2049,51,0.0113207547,0,3,0.1,,,,1,1.0,11.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,27.0,27.0,27.0,2180.0,2180.0,2180.0,0.0,MyBB
1773,0,743,213,0.12470726,0,128,0.3843843844,,,,0,2.0,21.0,32.0,16.0,16.0,24.0,12.0,12.0,9.0,4.5,4.5,389.0,194.5,194.5,1748.0,874.0,874.0,0.0,MyBB
1774,0,765,248,0.1221073363,0,102,0.2203023758,,,,1,1.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,46.0,46.0,46.0,895.0,895.0,895.0,0.0,MyBB
1775,0,824,34,0.0128301887,0,34,0.1416666667,,,,1,20.0,27.0,72.0,3.6,4.0,55.0,2.75,2.0,33.0,1.65,2.0,561.0,28.05,20.5,18225.0,911.25,955.0,0.0,MyBB
1776,0,3193,119,0.0225892179,0,37,0.4868421053,,,,0,1.0,30.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,107.0,107.0,107.0,3324.0,3324.0,3324.0,0.0,MyBB
1777,0,116,17,0.0639097744,0,10,0.2325581395,,,,1,1.0,4.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,2.0,12.0,12.0,12.0,247.0,247.0,247.0,0.0,MyBB
1778,0,849,86,0.0313296903,0,7,0.0479452055,,,,0,1.0,19.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,106.0,106.0,106.0,979.0,979.0,979.0,0.0,MyBB
1779,0,744,187,0.1085316309,0,71,0.2063953488,,,,1,1.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35.0,35.0,35.0,875.0,875.0,875.0,0.0,MyBB
1780,0,768,280,0.1320132013,0,124,0.2335216573,,,,1,1.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,389.0,389.0,389.0,898.0,898.0,898.0,0.0,MyBB
1781,0,1368,542,0.1349265621,0,10,0.2127659574,,,,0,2.0,18.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,118.0,59.0,59.0,2998.0,1499.0,1499.0,0.0,MyBB
1782,0,1089,457,0.1288412743,0,18,0.3050847458,,,,0,2.0,36.0,9.0,4.5,4.5,8.0,8.0,8.0,5.0,2.5,2.5,612.0,306.0,306.0,2440.0,1220.0,1220.0,0.0,MyBB
1783,0,3776,8,0.0014579916,0,6,0.4615384615,,,,1,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,159.0,159.0,159.0,3907.0,3907.0,3907.0,0.0,MyBB
1784,0,1376,412,0.102258625,0,10,0.1724137931,,,,0,1.0,13.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,36.0,36.0,36.0,1506.0,1506.0,1506.0,0.0,MyBB
1785,0,900,166,0.0559110812,0,38,0.3015873016,0.0,0.0,0.0,1,1.0,18.0,9.0,9.0,9.0,14.0,14.0,14.0,4.0,4.0,4.0,139.0,139.0,139.0,1031.0,1031.0,1031.0,0.0,MyBB
1786,0,722,113,0.0751829674,0,53,0.2274678112,,,,0,2.0,13.0,127.0,63.5,63.5,0.0,0.0,0.0,4.0,2.0,2.0,62.0,31.0,31.0,1706.0,853.0,853.0,0.0,MyBB
1787,0,733,144,0.0922485586,0,81,0.2977941176,1.0,1.0,1.0,0,9.0,23.0,47.0,5.2222222222,5.0,19.0,3.1666666667,3.0,18.0,2.0,1.0,624.0,69.3333333333,43.0,7769.0,863.2222222222,864.0,0.0,MyBB
1788,0,1109,5,0.001368738,0,5,0.0354609929,,,,0,1.0,35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,538.0,538.0,538.0,1240.0,1240.0,1240.0,0.0,MyBB
1789,0,620,223,0.1902730375,0,1,0.0131578947,,,,1,1.0,6.0,13.0,13.0,13.0,0.0,0.0,0.0,1.0,1.0,1.0,28.0,28.0,28.0,751.0,751.0,751.0,0.0,MyBB
1790,0,2155,32,0.0069838498,0,31,0.62,,,,0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,11.0,11.0,11.0,1162.0,1162.0,1162.0,0.0,MyBB
1791,0,3108,211,0.0412835062,0,5,0.2941176471,0.0,0.0,1.0,1,2.0,37.0,25.0,25.0,25.0,18.0,9.0,9.0,3.0,1.5,1.5,252.0,126.0,126.0,6478.0,3239.0,3239.0,0.0,MyBB
1792,0,760,61,0.0313947504,0,47,0.1140776699,0.5,0.5,1.0,0,2.0,14.0,28.0,14.0,14.0,4.0,4.0,4.0,6.0,3.0,3.0,60.0,30.0,30.0,1782.0,891.0,891.0,0.0,MyBB
1793,0,706,12,0.009042954,0,11,0.1392405063,,,,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,MyBB
1794,0,887,148,0.0508067285,0,11,0.0964912281,1.0,1.0,1.0,0,2.0,9.0,7.0,7.0,7.0,9.0,4.5,4.5,3.0,1.5,1.5,42.0,21.0,21.0,1836.0,918.0,918.0,0.0,MyBB
1795,0,1669,4,0.000930882,0,4,0.1,,,,1,1.0,23.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,170.0,170.0,170.0,1799.0,1799.0,1799.0,0.0,MyBB
1796,0,614,16,0.0138888889,0,4,0.0677966102,0.0,0.0,1.0,0,3.0,13.0,38.0,12.6666666667,16.0,19.0,6.3333333333,5.0,6.0,2.0,2.0,190.0,63.3333333333,8.0,2232.0,744.0,744.0,0.0,MyBB
1797,0,1639,378,0.0886491557,0,1,0.0147058824,,,,1,1.0,13.0,1.0,1.0,1.0,12.0,12.0,12.0,2.0,2.0,2.0,50.0,50.0,50.0,1769.0,1769.0,1769.0,0.0,MyBB
1798,0,3226,234,0.0438038188,0,17,0.2741935484,,,,0,1.0,17.0,3.0,3.0,3.0,6.0,6.0,6.0,2.0,2.0,2.0,37.0,37.0,37.0,3357.0,3357.0,3357.0,0.0,MyBB
1799,0,1022,310,0.0901949374,0,4,0.0430107527,,,,1,1.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,90.0,90.0,1153.0,1153.0,1153.0,0.0,MyBB
1800,0,658,230,0.187755102,0,7,0.2121212121,0.0,0.0,0.6000000000000001,1,2.0,9.0,5.0,2.5,2.5,0.0,0.0,0.0,4.0,2.0,2.0,39.0,19.5,19.5,1576.0,788.0,788.0,0.0,MyBB
1801,0,1599,72,0.0171755725,0,2,0.1428571429,0.7931034483,0.7931034483,1.0,1,19.0,35.0,300.0,17.6470588235,15.0,92.0,6.1333333333,4.0,55.0,2.8947368421,3.0,1067.0,56.1578947368,47.0,31261.0,1645.3157894737,1730.0,0.0,MyBB
1802,0,76,157,0.7511961722,0,29,0.6170212766000001,,,,0,4.0,3.0,20.0,5.0,6.0,18.0,4.5,4.5,11.0,2.75,2.0,37.0,9.25,8.0,828.0,207.0,207.0,0.0,MyBB
1803,0,760,275,0.1421923475,0,151,0.3719211823,,,,1,1.0,9.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,31.0,31.0,31.0,890.0,890.0,890.0,0.0,MyBB
1804,1,-434,2989,0.1249320794,0,129,0.1708609272,0.0,0.0,0.0952380952,1,3.0,4.0,10.0,3.3333333333,3.0,47.0,15.6666666667,9.0,6.0,2.0,1.0,21.0,7.0,4.0,366.0,122.0,96.0,0.0,NextCloud
1805,1,-325,1331,0.0513800425,0,70,0.1388888889,0.9926199262,0.0664206642,0.0590405904,0,14.0,79.0,425.0,53.125,2.0,752.0,53.7142857143,32.5,56.0,4.0,1.0,1382.0,98.7142857143,42.0,16629.0,1187.7857142857,1405.5,8.0,NextCloud
1806,1,34,2043,0.0615287315,0,137,0.2220421394,0.8571428571,1.0,0.9047619048,0,1.0,62.0,14.0,14.0,14.0,0.0,0.0,0.0,2.0,2.0,2.0,429.0,429.0,429.0,1858.0,1858.0,1858.0,0.0,NextCloud
1807,0,1436,871,0.0162548522,0,18,0.0412844037,0.0,0.0,0.0909090909,0,1.0,9.0,29.0,29.0,29.0,23.0,23.0,23.0,2.0,2.0,2.0,15.0,15.0,15.0,1730.0,1730.0,1730.0,0.0,NextCloud
1808,0,1443,873,0.0162639492,0,14,0.0348258706,1.0,1.0,0.5714285714,0,3.0,23.0,82.0,27.3333333333,9.0,4.0,4.0,4.0,4.0,1.3333333333,1.0,77.0,38.5,38.5,4833.0,2416.5,2416.5,0.0,NextCloud
1809,0,1519,4755,0.0872204999999999,0,112,0.2654028436,0.0,0.0,0.0,0,2.0,10.0,67.0,33.5,33.5,22.0,22.0,22.0,3.0,1.5,1.5,17.0,17.0,17.0,1813.0,1813.0,1813.0,0.0,NextCloud
1810,0,1659,1866,0.0328862727,0,26,0.0566448802,,,,0,1.0,11.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,21.0,21.0,1953.0,1953.0,1953.0,0.0,NextCloud
1811,0,1659,1867,0.0329033168,0,27,0.0586956522,,,,1,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,140.0,140.0,140.0,0.0,NextCloud
1812,0,1693,1883,0.0329691494,0,15,0.0422535211,,,,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,173.0,173.0,173.0,0.0,NextCloud
1813,0,1693,1884,0.0329837707,0,16,0.0444444444,1.0,1.0,1.0,1,5.0,32.0,14.0,2.8,1.0,5.0,1.0,1.0,3.0,1.0,1.0,1125.0,225.0,226.0,3699.0,739.8,720.0,0.0,NextCloud
1814,1,1680,495,0.0086947357,0,33,0.1009174312,1.0,0.9232769831,0.8244473342,0,88.0,56.0,103.0,1.1976744186,1.0,103.0,1.1976744186,1.0,45.0,1.0,1.0,7168.0,83.3488372093,51.5,38780.0,456.2352941176,332.0,0.0,NextCloud
1815,1,1345,404,0.0077055121,0,16,0.0409207161,1.0,0.8973214286000001,0.7553571429,0,19.0,21.0,164.0,8.6315789474,2.0,130.0,6.8421052632,2.0,96.0,8.7272727273,8.0,1351.0,71.1052631579,52.0,3905.0,205.5263157895,184.0,1.0,NextCloud
1816,0,1825,1654,0.0281397802,0,21,0.0650154799,0.0,1.0,0.0,0,1.0,4.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,12.0,12.0,1729.0,1729.0,1729.0,0.0,NextCloud
1817,0,1826,1659,0.0282147656,0,26,0.0760233918,1.0,1.0,1.0,0,2.0,17.0,27.0,13.5,13.5,17.0,8.5,8.5,2.0,1.0,1.0,41.0,20.5,20.5,6395.0,3197.5,3197.5,0.0,NextCloud
1818,1,-1020,1236,0.0940496119,0,104,0.1965973535,0.7733405289,0.9622234215,0.8704803022000001,0,37.0,17.0,4963.0,134.1351351351,100.0,0.0,0.0,0.0,37.0,1.0,1.0,62.0,12.4,10.0,4051.0,810.2,703.0,0.0,NextCloud
1819,0,1812,2388,0.0407675498,0,16,0.0546075085,,,,0,1.0,10.0,20.0,20.0,20.0,9.0,9.0,9.0,1.0,1.0,1.0,19.0,19.0,19.0,1805.0,1805.0,1805.0,0.0,NextCloud
1820,1,6,1242,0.0379932701,0,7,0.0119863014,0.696485623,1.0,0.9041533546,0,7.0,4.0,693.0,99.0,77.0,0.0,0.0,0.0,7.0,1.0,1.0,11.0,5.5,5.5,3271.0,1635.5,1635.5,0.0,NextCloud
1821,0,1810,2387,0.0407650926,0,19,0.0666666667,0.5,0.0,1.0,0,1.0,14.0,20.0,20.0,20.0,0.0,0.0,0.0,5.0,5.0,5.0,43.0,43.0,43.0,1825.0,1825.0,1825.0,0.0,NextCloud
1822,0,1804,2382,0.040705424,0,17,0.0510510511,0.0,0.6000000000000001,0.6000000000000001,0,1.0,3.0,11.0,11.0,11.0,5.0,5.0,5.0,2.0,2.0,2.0,10.0,10.0,10.0,1386.0,1386.0,1386.0,0.0,NextCloud
1823,1,417,819,0.020447396,0,30,0.0785340314,1.0,1.0,0.8709677419,0,2.0,29.0,137.0,68.5,68.5,1.0,1.0,1.0,3.0,1.5,1.5,95.0,95.0,95.0,2693.0,2693.0,2693.0,0.0,NextCloud
1824,0,1846,1666,0.0282291543,0,31,0.0761670762,0.3333333333,0.3333333333,0.6666666667000001,0,2.0,38.0,17.0,8.5,8.5,2.0,1.0,1.0,6.0,3.0,3.0,153.0,76.5,76.5,6787.0,3393.5,3393.5,0.0,NextCloud
1825,0,1846,1667,0.0282441843,0,32,0.0778588808,,,,0,,,,,,,,,,,,,,,,,,,NextCloud
1826,0,1804,2383,0.0407218168,0,18,0.0538922156,0.0,1.0,0.0,0,1.0,8.0,12.0,12.0,12.0,1.0,1.0,1.0,5.0,5.0,5.0,36.0,36.0,36.0,1107.0,1107.0,1107.0,0.0,NextCloud
1827,0,1840,5319,0.0902335997,0,41,0.1030150754,1.0,1.0,1.0,0,5.0,53.0,67.0,13.4,2.0,0.0,0.0,0.0,6.0,1.2,1.0,1035.0,207.0,89.0,10906.0,2181.2,1984.0,0.0,NextCloud
1828,1,1474,502,0.0093068095,0,20,0.0760456274,1.0,1.0,1.0,0,5.0,49.0,193.0,38.6,2.0,0.0,0.0,0.0,6.0,1.2,1.0,825.0,206.25,212.5,8950.0,2237.5,1913.5,0.0,NextCloud
1829,1,1315,389,0.0074718605,0,15,0.0414364641,1.0,1.0,1.0,0,8.0,46.0,95.0,11.875,8.0,0.0,0.0,0.0,10.0,1.25,1.0,784.0,98.0,27.5,10697.0,1337.125,932.0,0.0,NextCloud
1830,1,1551,2171,0.0394347265,0,14,0.0280561122,1.0,1.0,1.0,1,5.0,67.0,60.0,12.0,1.0,0.0,0.0,0.0,7.0,1.4,1.0,1375.0,275.0,376.0,11128.0,2225.6,1695.0,0.0,NextCloud
1831,1,159,45,0.0012618827,0,10,0.015625,0.7054794521000001,1.0,0.9315068493,0,11.0,42.0,496.0,45.0909090909,42.0,0.0,0.0,0.0,15.0,1.3636363636,1.0,573.0,71.625,28.5,9543.0,1192.875,1436.0,0.0,NextCloud
1832,1,1790,1042,0.0178345257,0,7,0.0192837466,1.0,1.0,1.0,0,7.0,62.0,83.0,13.8333333333,2.0,14.0,7.0,7.0,11.0,1.5714285714,1.0,1280.0,213.3333333333,142.0,15330.0,2555.0,2707.5,0.0,NextCloud
1833,0,1805,2385,0.0407483342,0,20,0.0581395349,0.0,0.0,0.0,0,1.0,12.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,32.0,32.0,1814.0,1814.0,1814.0,0.0,NextCloud
1834,1,-10,1863,0.057485806,0,20,0.0338409475,1.0,1.0,1.0,0,7.0,49.0,156.0,22.2857142857,4.0,47.0,11.75,2.5,10.0,1.4285714286,1.0,252.0,42.0,26.0,6607.0,1101.1666666667,1364.0,0.0,NextCloud
1835,0,1875,1690,0.0284794661,0,29,0.0805555556,,,,0,1.0,10.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,21.0,21.0,1896.0,1896.0,1896.0,0.0,NextCloud
1836,1,1037,1759,0.0358577107,0,23,0.0670553936,0.2583120205,0.9872122762,0.9820971867,0,17.0,51.0,677.0,39.8235294118,19.0,9.0,2.25,2.5,39.0,2.2941176471,1.0,896.0,59.7333333333,25.0,21817.0,1454.4666666667,1059.0,0.0,NextCloud
1837,0,1875,1691,0.0284953575,0,30,0.0828729282,1.0,1.0,1.0,0,1.0,11.0,57.0,57.0,57.0,1.0,1.0,1.0,2.0,2.0,2.0,24.0,24.0,24.0,1194.0,1194.0,1194.0,0.0,NextCloud
1838,1,1873,372,0.0062703322,0,11,0.03125,1.0,1.0,1.0,0,1.0,10.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0,23.0,23.0,1193.0,1193.0,1193.0,0.0,NextCloud
1839,0,1922,1704,0.0285207378,0,9,0.0350194553,1.0,1.0,1.0,0,2.0,35.0,6.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,899.0,449.5,449.5,3942.0,1971.0,1971.0,0.0,NextCloud
1840,0,1922,1705,0.0285369977,0,10,0.0389105058,0.75,0.0,0.0,0,2.0,5.0,12.0,6.0,6.0,16.0,8.0,8.0,10.0,5.0,5.0,17.0,8.5,8.5,3214.0,1607.0,1607.0,0.0,NextCloud
1841,0,1922,1706,0.028553257,0,11,0.0428015564,,,,0,2.0,5.0,1.0,1.0,1.0,3.0,1.5,1.5,2.0,1.0,1.0,9.0,4.5,4.5,1607.0,1607.0,1607.0,0.0,NextCloud
1842,0,1923,1713,0.028665618,0,18,0.0697674419,,,,0,3.0,5.0,1.0,1.0,1.0,9.0,3.0,3.0,3.0,1.0,1.0,12.0,4.0,3.0,1610.0,536.6666666667,1.0,0.0,NextCloud
1843,0,1929,1716,0.0286985316,0,20,0.0769230769,,,,0,2.0,1.0,5.0,2.5,2.5,5.0,2.5,2.5,3.0,1.5,1.5,9.0,4.5,4.5,12.0,6.0,6.0,0.0,NextCloud
1844,0,1922,1700,0.0284561691,0,5,0.0197628458,0.0,1.0,0.0,0,1.0,8.0,5.0,5.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,24.0,24.0,24.0,1169.0,1169.0,1169.0,0.0,NextCloud
1845,0,1922,1701,0.0284724315,0,6,0.0236220472,,,,1,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,25.0,25.0,1169.0,1169.0,1169.0,0.0,NextCloud
1846,0,1922,1707,0.0285695158,0,12,0.0465116279,,,,0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,1103.0,1103.0,1103.0,0.0,NextCloud
1847,0,1922,1698,0.0284236428,0,3,0.0119521912,,,,0,1.0,10.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,1.0,1.0,23.0,23.0,23.0,1943.0,1943.0,1943.0,0.0,NextCloud
1848,0,1922,1699,0.0284399063,0,4,0.0158730159,1.0,0.0,0.0,0,1.0,5.0,0.0,0.0,0.0,27.0,27.0,27.0,4.0,4.0,4.0,14.0,14.0,14.0,1943.0,1943.0,1943.0,0.0,NextCloud
